,vocab,meaning
1347,opportune,a.合适的，适当的
1348,alienate,v.疏远，离间某人
1349,solitude,n.孤独
1350,extinct,a.绝种的，不存在的
1351,retard,v.妨碍；减速
1352,serene,a.清澈的，晴朗的，安静的
1353,unctuous,a.油质的；油腔滑调的
1354,fastidious,a.难取悦的，挑剔的
1355,slumber,v.睡眠，安睡；n.安睡
1356,panegyric,n.颂词，颂扬
1357,autocracy,n.独裁政府
1358,lampoon,n.讽刺文章；v.讽刺
1359,stygian,a.阴暗的，阴森森的
1360,tangy,a.强烈的，扑鼻的
1361,reflect,v.反射；仔细考虑
1362,scurvy,a.卑鄙的，可鄙的
1363,exorcise,v.驱魔；去除(坏念头等)
1364,asunder,"a./adv.分离的,碎片的"
1365,profligate,a.挥金如土的；n.挥霍者
1366,persiflage,n.挖苦，嘲弄
1367,sophism,n.诡辩；诡辩法(术)
1368,jarring,a.声音刺耳的
1369,galvanize,v.电镀；通电；激励
1370,dictate,v.口述；命令
1371,breach,n.裂缝 缺口；v.打破 裂开；违背
1372,disregard,v./n.疏忽，漠视
1373,sloth,n.懒惰；树獭(一种动物)
1374,enunciate,v.发音；(清楚地)表达
1375,dandy,n.花花公子，好打扮的人
1376,quota,n.定额，配额
1377,protocol,n.外交礼节；协议，草案
1378,contrite,a.悔罪的，痛悔的
1379,strand,n.绳线的一股；v.搁浅
1380,conviction,n.判罪；坚信
1381,enact,v.制定(法律)；扮演(角色)
1382,consummate,a.完善的，圆满的
1383,content,a.心满意足的；n.内容；满意
1384,libertine,n.性行为放纵者，浪荡的人
1385,pithy,a.(讲话或文章)简练的
1386,desiccate,v.(使)完全干涸，脱水
1387,circumlocution,n.迂回累赘的陈述
1388,frothy,a.起泡的；空洞的
1389,succumb,v.屈从；因…死亡
1390,prowl,v.潜行于，偷偷地漫游
1391,exquisite,a.精致的；近乎完美的
1392,virulent,a.剧毒的；恶毒的
1393,untold,a.无数的，数不清的
1394,adventitious,a.偶然的
1395,homage,n.效忠，崇敬
1396,stonewall,v.拖延议事，设置障碍
1397,attest,(to)v.证明
1398,provincial,a.偏狭的，粗俗的
1399,sedentary,a.久坐的
1400,daunt,v.使胆怯，使畏缩
1401,jovial,a.愉快的
1402,gauge,n.标准规格；测量仪；v.测量
1403,caveat,n.警告，告诫
1404,abominate,v.痛恨；厌恶 abhor
1405,badinage,n.开玩笑，打趣
1406,adulterate,v.掺假
1407,malleable,a.可塑的，易改变的
1408,voluptuous,a.撩人的；沉溺于酒色的
1409,sordid,a.卑鄙的；肮脏的
1410,protract,v.延长，拖长
1411,incriminate,v.连累，牵连
1412,intrigue,v.密谋；引起…极大兴趣
1413,wit,n.智力，机智
1414,rectitude,n.诚实，正直
1415,scuff,v.拖着脚走
1416,enervate,v.使虚弱，使无力
1417,acme,n.顶点，极点
1418,meteoric,a.流星的；昙花一现的
1419,phenomenal,a.显著的，非凡的
1420,frenzy,n.极度激动的状态，狂暴
1421,clement,a.仁慈的；温和的
1422,labyrinth,n.迷宫
1423,broach,v.开启 开瓶；提出(讨论)
1424,camouflage,n./v.伪装 掩饰
1425,counterpart,n.相对应或具有相同功能的人或物
1426,odium,n.憎恶，反感
1427,entail,v.需要，需求，必须
1428,fracas,n.喧嚷，吵闹
1429,engross,v.全神贯注于
1430,inexorable,a.不为所动的；坚决不变的
1431,crutch,n.拐杖；v.支撑
1432,stringent,a.(规定)严格的，苛刻的；缺钱的
1433,rail,n.栏杆；铁轨；v.咒骂，猛烈指责
1434,impecunious,a.不名一文的，贫困的
1435,coop,n.(鸡)笼，栏
1436,prate,v.瞎扯，胡说
1437,treacherous,a.背叛的，叛逆的，奸诈的
1438,diurnal,a.白昼的，白天的
1439,oblique,a.间接的；斜的
1440,ludicrous,a.荒唐可笑的
1441,precocious,a.早熟的
1442,assertive,a.过分自信的；有进取心的
1443,victimize,v.使受害，迫害
1444,scrap,n.小片，碎屑；v.废弃
1445,typo,n.排印错误
1446,painstaking,a.煞费苦心的
1447,confine,v.限制，禁闭
1448,gaudy,a.俗丽的
1449,autonomy,n.自治，独立
1450,plateau,n.高原；平稳的状态
1451,weather,v.经受住，平安度过危难
1452,ominous,a.预兆的，不祥的
1453,categorical,a.绝对的；分类的
1454,overture,n.前奏曲，序曲
1455,nibble,v.一点点地咬，慢慢啃
1456,ennui,n.倦怠，无聊；v.使无聊
1457,coltish,a.轻佻的；不受拘束的，放荡不羁的
1458,uncanny,a.神秘的，不可思议的
1459,tilt,v.(使)倾斜；n.倾斜，斜坡
1460,mordant,a.讥讽的，尖酸的
1461,distend,v.(使)膨胀，胀大
1462,quarantine,n.隔离检疫期，隔离
1463,bombast,n.高调，夸大的言辞
1464,execrate,v.憎恶；咒骂
1465,luminary,n.杰出人物，名人
1466,dearth,n.缺乏，短缺
1467,lurk,v.潜伏，埋伏
1468,mash,v.捣成糊状
1469,stitch,n.(缝纫时的)一针，一钩；v.缝合
1470,full-bodied,a.(味道等)浓郁而强烈的
1471,incumbent,n.在职者，现任者；a.义不容辞的
1472,terminus,n.(火车，汽车)终点站
1473,daft,a.傻的
1474,slew,v.(使)旋转；n.大量
1475,lance,n.长矛；v.刺破
1476,mean,a.卑贱的，吝啬的
1477,delegate,n.代表；v.委派…为代表，授权
1478,contend,v.争论，竞争
1479,list,v./n.倾斜
1480,committed,a.(对事业，本职工作等)尽忠的
1481,scrutinize,v.详细检查；细读
1482,suture,n.(伤口的)缝线；v.缝合
1483,crass,a.愚钝的，粗糙的
1484,fatigue,n.疲乏，劳累
1485,bliss,n.狂喜；天赐的福
1486,vanquish,v.征服
1487,nefarious,a.违法的，邪恶的
1488,racy,a.活泼的，生动的
1489,ambivalent,a.(对人或物)有矛盾看法的
1490,behoove,v.理应，有必要
1491,dent,n.缺口，凹痕；v.弄凹
1492,cower,v.畏缩，蜷缩
1493,ponderous,a.笨重的，笨拙的
1494,recalcitrant,a.顽抗的
1495,insular,a.岛屿的；心胸狭窄的
1496,pillory,n.颈手枷；示众，嘲弄
1497,mire,n.泥沼；困境；v.使…陷入困境
1498,consequence,n.结果；重要性；价值
1499,dissent,v.不同意，持异议
1500,nicety,n.准确，精确
1501,immaculate,a.洁净的，无瑕的
1502,nurture,v.抚育，教养；n.养育，营养物
1503,leer,v.斜眼看，送秋波
1504,deleterious,a.(对身心)有害的，有毒的
1505,tiff,n.吵嘴，呕气
1506,confront,v.对抗；面临
1507,irrigate,v.灌溉
1508,tame,a.驯服的；沉闷的
1509,substantiate,v.证实，确证
1510,furtive,a. 偷偷的，秘密的
1511,abysmal,a.极深的；糟透的
1512,apparition,n.幽灵，神奇的现象
1513,overlap,v.(部分地)重叠
1514,fraught,a.充满…的
1515,whimsical,a.古怪的，异想天开的
1516,chide,v.斥责，指责
1517,tantalize,v.挑惹，挑逗
1518,tactile,a.有触觉的
1519,interlock,v.连锁，连串
1520,hive,n.蜂房；忙碌之地
1521,repute,n.名声，名誉
1522,understate,v.掩饰地说，轻描淡写地说
1523,offhand,adv./a.事先无准备地(的)；随便地(的)
1524,incentive,n.刺激，鼓励；刺激因素
1525,abdicate,v.退位，辞职，放弃
1526,insubordinate,a.不服从的，反抗的
1527,spurious,a.假的；伪造的
1528,connive,v.共谋；默许 纵容
1529,yoke,n.牛轭；v.控制，束缚
1530,abeyance,n.中止，搁置
1531,hackneyed,a.陈腐的，平常的
1532,grandiose,a.宏伟的；夸大的
1533,prevaricate,v.支吾其词，说谎
1534,windbag,n.饶舌之人
1535,stentorian,a.(指声音)极响亮的
1536,arrhythmic,a.无节奏的；不规则的
1537,solvent,a.有偿债能力的；n.溶剂
1538,estimable,a.值得尊敬的；可估计的
1539,spontaneous,a.自发的；自然的
1540,exterminate,v.消灭，灭绝
1541,limpid,a.清澈的；透明的
1542,anathema,n.被诅咒的人；宗教意义的诅咒
1543,clarion,a.清澈响亮的；n.尖音小号声
1544,reciprocate,v.回报，答谢
1545,potentate,n.统治者，当权者
1546,cogent,a.有说服力的
1547,resplendent,a.华丽的，辉煌的
1548,hearten,v.鼓励，激励
1549,palmy,a.繁荣的；棕榈的
1550,inkling,n.暗示，迹象；略知，模糊概念
1551,decadence,n.衰落，颓废
1552,magnificent,a.壮丽的，宏伟的；高尚的
1553,conflagration,n.森林大火；突发，冲突
1554,calamity,n.大灾祸，不幸之事
1555,coma,n.昏迷状态
1556,pragmatic,a.实际的，实用主义的
1557,momentous,a.极重要的，严重的
1558,arable,a.可耕的，适合种植的
1559,paradigm,n.范例，示范
1560,mischievous,a.淘气的；有害处的
1561,humor,v.纵容，迁就
1562,pertinacious,a.固执的；无法驾御的；不妥协的
1563,miff,n.小争吵
1564,agog,a.兴奋的，有强烈兴趣的
1565,resent,v.憎恶，愤恨
1566,stratagem,n.谋略，策略
1567,maelstrom,n.大漩涡；大混乱
1568,glitch,n.小故障
1569,ridicule,n.奚落；v.嘲笑
1570,captious,a.吹毛求疵的
1571,finicky,a.苛求的，过分讲究的
1572,clasp,n.钩子，扣子；紧握
1573,embroider,v.刺绣，修饰
1574,wicked,a.极坏的；淘气的
1575,taper,n.细蜡烛；v.(长形物体的)逐渐变细
1576,countermand,v.撤回(命令)，取消(订货)
1577,pompous,a.自大的
1578,obstreperous,a.吵闹的，难管束的
1579,transgress,v.冒犯，违背
1580,insentient,a.无知觉的，无生命的
1581,sedulous,a.聚精会神的，勤勉的
1582,penury,n.贫穷；吝啬
1583,synergic,a.协同作用的
1584,bluster,v.(指风)猛刮
1585,compendium,n.简要，概略
1586,refractory,a.倔强的；反应迟钝的
1587,disgruntle,v.使不满意
1588,prohibitive,a.抑制的；价格贵得买不起的
1589,delirium,n.精神错乱
1590,oscillate,v.摆动；犹豫
1591,nocturnal,a.夜晚的，夜间发生的
1592,morbid,a.病态的，不正常的
1593,disinter,v.挖出，挖掘
1594,debilitate,v.使衰弱
1595,improvise,v.即席而作
1596,allude,v.间接提到，暗指
1597,truncate,v.把(某物)截短，去尾
1598,tantrum,n.发脾气，发怒
1599,circumvent,v.绕行，用计谋战胜或规避
1600,apprehensive,a.害怕的，忧虑的；有眼力的，知晓的
1601,offbeat,a.不规则的，不平常的
1602,hubris,n.过分自傲，目中无人
1603,stricture,n.严厉谴责；束缚
1604,marvel,v.对…感到惊异；n.奇迹
1605,excavate,v.挖掘；挖出
1606,squander,v.浪费，挥霍
1607,corrugated,a.起皱纹的
1608,surreptitious,a.鬼鬼祟祟的
1609,faultfinder,n.喜欢挑剔的人
1610,deft,a.灵巧的，熟练的
1611,infirm,a.虚弱的
1612,aggregate,v.集合；合计
1613,accessory,a.附属的，次要的
1614,appreciable,a.明显的
1615,crescendo,n.(音乐)渐强，高潮
1616,entice,v.怂恿，引诱
1617,slouch,n.没精打采的样子；v.没精打采地坐(站、走)
1618,quandary,n.困惑，进退两难
1619,obedient,a.服从的，顺从的
1620,meretricious,a.华而不实的，俗艳的
1621,salve,n.药膏；v.减轻，缓和
1622,unkempt,a.(衣服、头发)不整洁的
1623,excrete,v.排泄，分泌
1624,flout,v.蔑视，违抗
1625,singe,v.(轻微地)烧焦，烫焦
1626,bungle,v.粗制滥造
1627,foible,n.小缺点，小毛病
1628,stipulate,v.要求以…为条件；约定
1629,haphazard,a.任意的
1630,obsolete,a.废弃的；过时的
1631,defer,v.推延；听从
1632,foolproof,a.容易懂的，简易而不会误用的
1633,prudish,a.过分守礼的，假道学的
1634,deign,v.屈尊，惠允(做某事)
1635,propagate,v.繁殖；传播
1636,subside,v.(建筑物等)下陷
1637,shopworn,a.在商店中陈列旧了的
1638,edifice,n.宏伟的建筑(如宫殿、教堂)
1639,resuscitate,v.使复活，使苏醒
1640,synopsis,n.摘要，概要
1641,stale,a.不新鲜的，陈腐的
1642,intermediary,n.仲裁者；中间物；a.中间的，媒介的
1643,roil,v.煽动，搅浑
1644,wheedle,v.(用花言巧语)哄骗
1645,convulsion,n.骚动；痉挛
1646,recapitulate,v.扼要重述
1647,permeate,v.扩散；渗透
1648,antediluvian,a.史前的；陈旧的
1649,gibe,n./v.嘲弄，讥笑
1650,plague,n.瘟疫；讨厌的人或物；v.烦扰
1651,antipathy,n.反感，厌恶
1652,wistful,a.惆怅的，渴望的
1653,sloppy,a.邋遢的，不整洁的
1654,paroxysm,n.(感情等)突发
1655,bathetic,a.假作悲伤的；陈腐的
1656,cynic,n.犬儒主义者，愤世嫉俗者
1657,deplete,v.倒空；耗尽
1658,pulchritude,n.美丽
1659,pernicious,a.有害的，致命的
1660,cardinal,a.最主要的；鲜红色的
1661,feign,v.假装，伪装
1662,outwit,v.以机智胜过
1663,discrepancy,n.不同，矛盾
1664,deterioration,n.恶化，堕落
1665,potable,a.适于饮用的
1666,reprobate,v.谴责，指责；adj./n.堕落的(人)
1667,peruse,v.细读，精读
1668,cipher,n.零；无影响力的人；密码
1669,crook,v.使弯曲；n.钩状物
1670,ingenuous,a.纯朴的，单纯的
1671,nerve,n.勇气；v.给予力量或勇气
1672,extrapolate,v.预测，推测
1673,coeval,a.同年代的
1674,allegiance,n.忠诚，拥护
1675,curtail,v.削减，缩短
1676,congeal,v.凝结 凝固
1677,fracture,n.骨折；折断；裂口
1678,glacial,a.冰期的，冰河期的；寒冷的
1679,incontrovertible,a.无可辩驳的
1680,prodigious,a.巨大的
1681,bravura,n.华美乐段；a.华美的；显示技巧的
1682,trepidation,n.恐惧，惶恐
1683,cloying,a.甜得发腻的，腻烦的
1684,forsake,v.遗弃，放弃
1685,tenacious,a.坚韧不拔的
1686,phlegmatic,a.冷静的，冷淡的
1687,disconcert,v.使…尴尬
1688,obviate,v.排除(困难)
1689,burnish,v.擦亮，磨光
1690,puckish,a.淘气的
1691,vitriolic,a.刻薄的，强烈的
1692,mint,n.大量；巨额
1693,exhilarate,v.使高兴
1694,latitude,n.言行自由；纬度
1695,entangle,v.使纠缠，卷入
1696,aseptic,a.洁净的；无菌的
1697,flamboyant,a.艳丽的，炫耀的
1698,natty,a.整洁的；潇洒的
1699,dodge,v.闪开，躲避
1700,flourish,v.昌盛，兴旺；活跃而有影响
1701,emaciate,v.使…瘦弱；消瘦
1702,molt,v.换羽，脱毛；n.换羽(期)，脱毛(期)
1703,brandish,v.(挑衅地)挥舞
1704,pall,v.令人发腻，失去吸引力
1705,knack,n.特殊能力；窍门
1706,delve,v.深入探究，钻研
1707,retribution,n.报应，惩罚
1708,effervesce,v.冒泡；热情洋溢
1709,affliction,n.悲痛，受难的起因
1710,abhor,v.憎恶
1711,lavish,a.浪费的；丰富的
1712,cohesive,a.凝聚的
1713,wholesome,a.促进健康的
1714,stagnant,a.停滞的
1715,pertinent,a.有关的，相关的
1716,aloft,adv.在空中，在头顶上
1717,banish,v.放逐某人
1718,overwhelm,v.泛滥；压倒
1719,extinguish,v.使…熄灭；使…不复存在
1720,anterior,a.较早的，以前的
1721,lambaste,v.痛打；痛骂
1722,posture,n.姿势，体态；态度；v.故作姿态
1723,usurp,v.篡夺，霸占
1724,interminable,a.无尽头的
1725,ken,n.视野范围；知识范围
1726,nexus,n.(看法等的)联系，连结
1727,hypocritical,a.虚伪的
1728,insouciant,a.漫不经心的
1729,diehard,n.顽固分子
1730,toady,n.谄媚者，马屁精
1731,occult,a.秘密的，不公开的
1732,spectator,n.观众，观看者
1733,anesthetic,n.麻醉剂；a.麻醉的
1734,sanctimonious,a.假装神圣的
1735,venal,a.惟利是图的，贪赃枉法的
1736,egalitarian,a.主张人人平等的
1737,nebulous,a.模糊不清的；云状的
1738,pervade,v.弥漫，普及
1739,plethora,n.过量，过剩
1740,dispatch,v.派遣；一下子做完；吃完；n.迅速
1741,pine,n.松树；v.(因疾病等)憔悴；渴望
1742,impromptu,a.即席的，即兴的
1743,meander,v.蜿蜒而流；漫步
1744,despise,v.鄙视，藐视
1745,apoplectic,a.中风的；愤怒的
1746,riveting,a.非常精彩的
1747,encumber,v.妨害，阻碍
1748,inundate,v.淹没；泛滥
1749,consensus,n.意见一致
1750,needy,a.贫穷的
1751,distill,v.蒸馏
1752,duplicitous,a.搞两面派的，奸诈的
1753,proscribe,v.禁止
1754,quench,v.熄灭(火)；抑制(欲望)
1755,lissome,a.姿态优雅的，柔软的
1756,relinquish,v.放弃，废除
1757,plumb,adv.精确地；v.深入了解；测水深
1758,brazen,a.厚脸皮的
1759,impostor,n.冒充者，骗子
1760,lassitude,n.无力；没精打采
1761,exempt,a.被免除的；v.使免除
1762,congenial,a.意气相投的，合得来的
1763,signal,n.信号；v.发信号；a.显著的
1764,sanctify,v.使神圣
1765,prerequisite,n.先决条件
1766,discrete,a.个别的；不连续的
1767,cozen,"v.欺骗, 哄骗"
1768,sprightly,a.愉快的，活泼的
1769,equable,a.稳定的，不变的；(脾气)温和的
1770,bigot,n.偏执顽固者
1771,invigorate,v.鼓舞，激励
1772,rave,n.热切赞扬；v.狂语
1773,meticulous,a.细心的，一丝不苟的
1774,tonic,n.增进健康之物，补品；a.滋补的
1775,discredit,v.怀疑；n.丧失名誉
1776,debunk,v.揭穿真相，暴露
1777,verse,n.诗歌
1778,rabble,n.乌合之众；下等人
1779,veer,v.转向，改变(话题等)
1780,taciturn,a.沉默寡言的
1781,plight,n.困境，苦境
1782,voracious,a.狼吞虎咽的，贪婪的
1783,gripe,v.抱怨
1784,extant,a.现存的，传世的
1785,virtuous,a.有美德的；自命清高的
1786,mannered,a.做作的
1787,purlieu,n.(常作复数)邻近地区
1788,finesse,n.技巧；计谋；手段
1789,preoccupation,n.全神贯注；使人专注的东西
1790,timid,a.胆怯的
1791,lachrymose,a.好流泪的；引人落泪的
1792,canvass,v.细查；拉选票
1793,slipshod,a.马虎的，草率的
1794,pliant,a.易受影响的；易弯的
1795,impeccable,a.无瑕疵的
1796,salubrious,a.有益健康的
1797,sluggard,n.懒鬼
1798,dilettante,"n.业余爱好者,一知半解者"
1799,tyro,n.新手
1800,propriety,n.礼节；适当
1801,paraphrase,v.传译，释义
1802,deride,v.嘲弄，愚弄
1803,blandishment,n.奉承 谄媚
1804,precipitation,n.降水(量)
1805,sycophant,n.马屁精
1806,stymie,v.妨碍，阻挠
1807,meet,a.合适的
1808,apocryphal,a.假冒的，虚假的
1809,epitomize,v.概括，摘要
1810,dingy,a.肮脏的；褪色的
1811,arrogance,n.傲慢，自大
1812,facetious,a.轻浮的，好开玩笑的
1813,distraught,a.心神狂乱的
1814,asperity,n.严酷；粗鲁
1815,turgid,a.浮肿的，肿胀的；浮夸的
1816,brassy,a.厚脸皮的，无礼的
1817,convert,v.转变，转换
1818,partial,a.局部的；偏袒的
1819,maverick,n.想法与众不同的人
1820,tardy,a.缓慢的，迟缓的
1821,reactionary,a.保守的，反动的
1822,abject,"a.极可怜的,卑微低下的"
1823,inveigh,v.痛骂，抨击
1824,teeter,v.摇摆，踌躇
1825,circuitous,a.迂回的，绕圈子的
1826,entreat,v.恳求
1827,monochromatic,a.单色的
1828,conceal,v.隐藏，隐瞒
1829,jibe,v.与…一致，符合
1830,cavil,v.吹毛求疵
1831,welter,n.混乱，杂乱无章
1832,sinuous,a.蜿蜒的，迂回的
1833,amalgamate,v.合并；混合
1834,epilogue,n.收场白，尾声
1835,discord,n.不和，纷争
1836,slippery,a.滑的；狡猾的
1837,acclimate,v.使服水土; 使适应
1838,transfigure,v.美化，改观
1839,fictitious,a.假的；虚构的
1840,hodgepodge,n.混淆；杂菜
1841,aspersion,n.诽谤，中伤
1842,succor,v./n.救助，援助
1843,parity,n.(水平，地位，数量等的)同等，相等
1844,renegade,n.叛教者，叛徒
1845,legion,n.兵团；一大群
1846,awry,a.歪斜扭曲的，错误的
1847,exorbitant,a.过分的，过度的
1848,obstruct,v.阻塞，截断
1849,ingest,v.咽下，吞下
1850,lionize,v.崇拜，看重
1851,tightfisted,a.吝啬的
1852,secede,v.正式脱离或退出(组织)
1853,harness,n.马具；v.束以马具；利用
1854,tarnish,n./v.失去光泽，晦暗
1855,interregnum,n.无王时期
1856,expiate,v.赎罪，补偿
1857,resonant,a.(声音)洪亮的；共鸣的
1858,perambulate,v.巡视；漫步
1859,mollify,v.安慰，安抚
1860,deluge,n.大洪水；暴雨
1861,gregarious,a.群居的；爱社交的
1862,puny,a.弱小的，发育不良的
1863,plunge,v.投入；俯冲
1864,abnegate,v.否认，放弃
1865,gloss,n.光泽；注解
1866,reprehend,v.谴责，责难
1867,gobble,v.贪婪地吃，吞没
1868,collude,v.串通，共谋
1869,immanent,a.内在的；普遍存在的
1870,irritate,v.激怒；刺激
1871,grate,v.发出“吱嘎”声；磨碎；使人烦躁
1872,postulate,v.假定；要求
1873,diatribe,n.(口头或书面猛烈的)抨击
1874,abridge,v.删减；缩短
1875,languid,a.没精打采的，倦怠的
1876,spendthrift,adj./n.挥金如土的(人)
1877,callow,a.(鸟)羽翼未丰的；(人)未成熟的
1878,desecrate,v.玷辱，亵渎
1879,negotiate,v.商议，谈判，交涉
1880,raze,v.彻底破坏
1881,demolition,n.破坏，毁坏
1882,surcharge,v.对…收取额外费用；n.附加费
1883,absolute,a.绝对的，完全的; 无(条件)限制的
1884,reprove,v.责骂，申斥
1885,dilate,v.(身体某部位)张大，扩大
1886,hegemony,n.霸权，领导权
1887,heartrending,a.令人心碎的
1888,offish,a.冷淡的
1889,admonish,v.告诫；警告
1890,abscond,v.潜逃，逃亡
1891,barefaced,a.厚颜无耻的，公然的
1892,dampen,v.(使)潮湿；使沮丧，泼凉水
1893,adjunct,n.附加物，附件
1894,anomalous,a.反常的；不规则的
1895,grin,v.露齿而笑
1896,gargantuan,a.巨大的，庞大的
1897,reproof,n.责斥，责备
1898,ceremonious,a.仪式隆重的
1899,tawdry,a.华而不实的，俗丽的
1900,burlesque,n.滑稽讽刺表演
1901,piddling,a.琐碎的，微不足道的
1902,tenable,a.站得住脚的，无懈可击的
1903,concomitant,a.伴随而来的
1904,prolix,a.啰嗦的，冗长的
1905,sinecure,n.挂名差事，闲职
1906,insulate,v.使绝缘；使隔离
1907,palter,v.含糊其词
1908,puerile,a.幼稚的；儿童的
1909,rejoice,v.喜欢，高兴
1910,exhaust,n.(机器排出的)废气，蒸气；v.使非常疲倦
1911,smattering,n.略知；少数
1912,succinct,a.简明的，简洁的
1913,brake,n.刹车；v.减速，阻止
1914,deadpan,a./n.无表情的(脸)
1915,wince,v.避开，畏缩
1916,winsome,a.媚人的，漂亮的
1917,drudgery,n.苦工，苦活
1918,deify,v.奉为神；崇拜
1919,heterodox,a.异端的，非正统的
1920,supplicate,v.恳求，乞求
1921,aggrieve,v.使悲痛
1922,decry,v.责难；贬低(价值)
1923,nil,n.无，零
1924,carp,v.吹毛求疵 n.鲤鱼
1925,indigenous,a.土产的，本地的
1926,hidebound,a.顽固的，心胸狭窄的
1927,scathing,a.苛刻的，严厉的
1928,startle,v.使吃惊
1929,voluble,a.健谈的；易旋转的
1930,dissect,v.解剖
1931,gush,v.涌出；滔滔不绝地说
1932,irascible,a.易发怒的
1933,forfeit,v.没收，丧失；n.丧失物
1934,morose,a.阴郁的
1935,cronyism,n.任人唯亲，对好朋友的偏袒
1936,saddle,n.鞍，马鞍
1937,hypnotic,a.催眠的；n.催眠药
1938,foil,v.阻止，挫败
1939,epigram,n.讽刺短句，警句
1940,embolden,v.鼓励
1941,conservative,a.保守的，守旧的
1942,felony,n.重罪
1943,havoc,n.大破坏，混乱
1944,document,v.为…提供书面证明
1945,scant,a.不足的，缺乏的
1946,exceptional,a.特别(好)的
1947,jocund,a.快乐的，高兴的
1948,sparse,a.稀少的，贫乏的
1949,redeem,v.赎罪
1950,belie,v.掩饰；证明为假
1951,supplant,v.排挤，取代
1952,favorable,a.有利的；赞成的
1953,wag,v.(狗尾巴等)摆动；n.诙谐幽默者
1954,iconoclast,n.攻击传统观念或风俗的人
1955,obliterate,v.涂掉，擦掉
1956,guzzle,v.大吃大喝
1957,deflect,v.偏离，转向
1958,miserly,a.吝啬的，贪婪的
1959,episodic,a.偶然发生的，分散性的
1960,coerce,v.强迫；压制
1961,derelict,a.荒废的；玩忽职守的；n.被遗弃的人
1962,protuberant,a.突出的，隆起的
1963,jeopardy,n.危险
1964,prescience,n.预知，先见
1965,acquainted,a.对某事物熟悉的；对某人认识的
1966,clog,n.障碍; v.阻塞
1967,substantive,a.根本的；独立存在的
1968,vitiate,v.削弱，损害
1969,preen,v.整理羽毛；(人)打扮修饰
1970,masquerade,n.化装舞会；v.伪装
1971,warrant,n.正当理由；许可证
1972,predilection,n.偏袒，爱好
1973,paltry,a.无价值的，微不足道的
1974,bulge,n./v.膨胀，鼓起
1975,discombobulate,v.扰乱，使困惑
1976,wan,a.虚弱的；病态的
1977,sartorial,a.裁缝的，缝制的
1978,snarl,n./v.纠缠，混乱
1979,ineffable,a.妙不可言的
1980,covert,a.秘密的，隐密的
1981,calibrate,v.测量口径；校准
1982,petulant,a.性急的，暴躁的
1983,truce,n.停战，休战(协定)
1984,imperial,a.帝王的，至尊的
1985,extraneous,a.外来的；无关的
1986,drivel,n./v.说废话
1987,stupor,n.昏迷，不醒人事
1988,glossy,a.光泽的，光滑的
1989,bribe,v.贿赂
1990,soothe,v.抚慰；减轻
1991,fusty,a.陈腐的，霉臭的
1992,hale,a.健壮的，矍铄的
1993,enmity,n.敌意，仇恨
1994,loathe,v.憎恨，厌恶
1995,harbinger,n.先驱，先兆
1996,shackle,n.脚镣，枷锁
1997,ramshackle,a.摇摇欲坠的
1998,monotonous,a.单调的，无聊的
1999,bracing,a.令人振奋的；支撑的
